Input_file	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scores_archaea_odb10	Scores_bacteria_odb10	Scores_eukaryota_odb10	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds
Bacillus_anthracis_NZ_CP014179.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5226939	5226924	0.000%	3
Bacillus_anthracis_GCA_000783075.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	1350671	116619	0.055%	45
Bacillus_anthracis_NZ_CP010813.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5227410	1699079	0.003%	3
Bacillus_anthracis_GCA_001273105.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:19.5%[S:18.0%,D:1.5%],F:7.2%,M:73.3%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	765812	765812	0.000%	36
Bacillus_anthracis_GCA_001029875.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:20.1%[S:18.0%,D:2.1%],F:6.2%,M:73.7%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	197704	197704	0.000%	62
Bacillus_anthracis_GCA_000783095.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	1162464	128855	0.040%	53
Bacillus_anthracis_GCA_001273045.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.3%[S:3.9%,D:0.4%],F:1.6%,M:94.1%,n:255,E:9.1%	1162223	1162223	0.000%	31
Bacillus_anthracis_GCA_001276995.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	1162204	1162204	0.000%	28
Bacillus_anthracis_str__V770_NP1_R_GCA_000521345.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	403394	403394	0.000%	36
Bacillus_cereus_GCA_001913535.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:20.1%[S:18.0%,D:2.1%],F:7.7%,M:72.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.2%,M:94.1%,n:255	288007	256344	0.011%	60
Bacillus_anthracis_GCA_001273125.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	316575	316575	0.000%	42
Bacillus_cereus_GCA_001982815.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:20.7%[S:18.6%,D:2.1%],F:6.7%,M:72.6%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	79214	79214	0.007%	135
Bacillus_cereus_NZ_CP009605.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:21.1%[S:19.6%,D:1.5%],F:5.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5271178	5271178	0.000%	4
Bacillus_anthracis_GCA_001277085.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	1161585	1161585	0.000%	32
Bacillus_anthracis_GCA_000783115.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.7	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.3%[S:3.9%,D:0.4%],F:1.6%,M:94.1%,n:255,E:9.1%	898864	186958	0.022%	56
Bacillus_anthracis_GCA_000986915.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	1198122	1198122	0.000%	32
Bacillus_anthracis_GCA_900013465.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	252541	252541	0.000%	49
Bacillus_anthracis_GCA_000793545.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	918510	128764	0.037%	36
Bacillus_thuringiensis_str__Al_Hakam_NC_008600.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.0	0.4	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:100.0%[S:96.0%,D:4.0%],F:0.0%,M:0.0%,n:124	C:4.3%[S:3.9%,D:0.4%],F:2.0%,M:93.7%,n:255	5257091	5257091	0.000%	2
Bacillus_anthracis_NZ_CP012730.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5228660	5228660	0.000%	1
Bacillus_cereus_GCA_001913615.LargeContigs.fna	bacillales_odb10	99.4	98.7	0.7	0.4	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:7.2%,M:72.7%,n:194	C:99.2%[S:96.0%,D:3.2%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255	48186	48186	0.000%	214
Bacillus_anthracis_str__Kruger_B_GCA_000167295.LargeContigs.fna	bacillales_odb10	96.4	95.3	1.1	2.0	1.6	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:95.1%[S:91.1%,D:4.0%],F:1.6%,M:3.3%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	286973	286973	0.000%	64
Bacillus_cereus_NZ_CP009596.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:21.1%[S:19.6%,D:1.5%],F:5.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5270991	5270991	0.000%	4
Bacillus_anthracis_str__3154_GCA_000319695.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.7	0.2	450	C:20.1%[S:19.1%,D:1.0%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.3%[S:3.9%,D:0.4%],F:1.2%,M:94.5%,n:255,E:9.1%	3043655	3043655	0.000%	3
Bacillus_anthracis_GCA_000743825.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5207816	3904740	0.009%	3
Bacillus_anthracis_str__95014_GCA_000585275.LargeContigs.fna	bacillales_odb10	96.0	95.1	0.9	3.6	0.4	450	C:19.5%[S:18.0%,D:1.5%],F:7.2%,M:73.3%,n:194	C:97.5%[S:93.5%,D:4.0%],F:2.4%,M:0.1%,n:124	C:4.3%[S:3.9%,D:0.4%],F:2.4%,M:93.3%,n:255,E:9.1%	516474	516474	0.000%	27
Bacillus_thuringiensis_serovar_pondicheriensis_BGSC_4BA1_NZ_CM000755.LargeContigs.fna	bacillales_odb10	98.9	98.0	0.9	0.4	0.7	450	C:20.1%[S:18.0%,D:2.1%],F:6.2%,M:73.7%,n:194	C:98.4%[S:94.4%,D:4.0%],F:1.6%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	6031475	94813	0.308%	1
Bacillus_cereus_NZ_CP018935.LargeContigs.fna	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.2%,M:73.7%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5229506	5229506	0.000%	2
Bacillus_anthracis_NZ_CP009700.LargeContigs.fna	bacillales_odb10	98.9	98.0	0.9	0.7	0.4	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5210596	5210596	0.000%	3
Bacillus_anthracis_str__A0193_GCA_000181915.LargeContigs.fna	bacillales_odb10	87.1	86.4	0.7	2.7	10.2	450	C:17.5%[S:16.0%,D:1.5%],F:6.2%,M:76.3%,n:194	C:73.4%[S:70.2%,D:3.2%],F:4.0%,M:22.6%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	170206	170206	0.000%	60
Bacillus_anthracis_str__3166_GCA_000319715.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.7	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	4480662	4480662	0.000%	5
Bacillus_anthracis_str__H9401_NC_017729.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5218947	5218947	0.000%	3
Bacillus_anthracis_GCA_001273085.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	332757	332757	0.000%	41
Bacillus_anthracis_GCA_000793565.LargeContigs.fna	bacillales_odb10	98.7	97.8	0.9	0.9	0.4	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	1162251	182776	0.035%	42
Bacillus_anthracis_NZ_CP010792.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5227394	5227394	0.000%	3
Bacillus_anthracis_GCA_900014335.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.7	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	252622	252622	0.000%	47
Bacillus_cereus_LCT_BC235_GCA_000440055.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:20.7%[S:18.6%,D:2.1%],F:6.2%,M:73.1%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.2%,M:94.1%,n:255	4035842	1146281	1.037%	5
Bacillus_cereus_ATCC_4342_NZ_CM000721.LargeContigs.fna	bacillales_odb10	99.8	98.7	1.1	0.0	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:100.0%[S:96.0%,D:4.0%],F:0.0%,M:0.0%,n:124	C:4.3%[S:3.9%,D:0.4%],F:1.2%,M:94.5%,n:255	5234797	131751	0.201%	1
Bacillus_anthracis_str__Western_North_America_USA6153_GCA_000167315.LargeContigs.fna	bacillales_odb10	98.5	96.9	1.6	0.7	0.8	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:97.5%[S:93.5%,D:4.0%],F:0.8%,M:1.7%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	462850	462850	0.000%	44
Bacillus_anthracis_GCA_000782975.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	918175	121450	0.047%	34
Bacillus_anthracis_GCA_000782955.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	919979	323384	0.015%	44
Bacillus_anthracis_str__Heroin_Ba4599_GCA_000278385.LargeContigs.fna	bacillales_odb10	99.3	98.2	1.1	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:94.4%,D:4.8%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	222250	222250	0.000%	46
Bacillus_anthracis_NZ_CP012726.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5227060	5227060	0.000%	1
Bacillus_anthracis_GCA_000783215.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	898741	229796	0.016%	53
Bacillus_cereus_D17_NZ_CP009300.LargeContigs.fna	bacillales_odb10	98.9	98.0	0.9	0.4	0.7	450	C:20.1%[S:18.0%,D:2.1%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	5379685	5379685	0.000%	2
Bacillus_anthracis_GCA_000697555.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.7	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	868432	868432	0.000%	28
Bacillus_cereus_GCA_001583805.LargeContigs.fna	bacillales_odb10	99.6	97.6	2.0	0.2	0.2	450	C:19.1%[S:16.5%,D:2.6%],F:6.2%,M:74.7%,n:194	C:99.2%[S:94.4%,D:4.8%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	91863	91863	0.000%	182
Bacillus_cereus_03BB102_NZ_CP009318.LargeContigs.fna	bacillales_odb10	99.5	98.4	1.1	0.0	0.5	450	C:20.1%[S:18.0%,D:2.1%],F:6.2%,M:73.7%,n:194	C:100.0%[S:96.0%,D:4.0%],F:0.0%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	5268427	5268427	0.000%	2
Bacillus_anthracis_NZ_CP012720.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5228656	5228656	0.000%	1
Bacillus_anthracis_NZ_CP009325.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5221627	5221627	0.000%	2
Bacillus_anthracis_GCA_000783235.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	565935	95760	0.043%	63
Bacillus_cereus_biovar_anthracis_str__CI_NC_014335.LargeContigs.fna	bacillales_odb10	99.6	98.7	0.9	0.2	0.2	450	C:19.0%[S:17.5%,D:1.5%],F:7.2%,M:73.8%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.2%,M:94.1%,n:255,E:8.3%	5196054	5196054	0.000%	4
Bacillus_cereus_GCA_001584105.LargeContigs.fna	bacillales_odb10	99.4	95.8	3.6	0.2	0.4	450	C:20.1%[S:16.5%,D:3.6%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	119880	119880	0.000%	158
Bacillus_anthracis_str__A0442_GCA_000181935.LargeContigs.fna	bacillales_odb10	86.3	85.6	0.7	1.6	12.1	450	C:18.5%[S:17.0%,D:1.5%],F:4.6%,M:76.9%,n:194	C:70.9%[S:66.9%,D:4.0%],F:2.4%,M:26.7%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.2%,M:94.1%,n:255,E:8.3%	218283	218283	0.000%	46
Bacillus_anthracis_GCA_000986935.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	1198078	1198078	0.000%	26
Bacillus_anthracis_GCA_000783165.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	702508	239311	0.017%	51
Bacillus_cereus_W_GCA_000181595.LargeContigs.fna	bacillales_odb10	86.4	86.0	0.4	2.2	11.4	450	C:19.0%[S:17.5%,D:1.5%],F:4.1%,M:76.9%,n:194	C:73.4%[S:69.4%,D:4.0%],F:7.3%,M:19.3%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	256990	256990	0.000%	102
Bacillus_anthracis_NZ_CP009544.LargeContigs.fna	bacillales_odb10	98.9	98.0	0.9	0.9	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5214671	5214671	0.000%	3
Bacillus_anthracis_GCA_001883895.LargeContigs.fna	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	C:19.6%[S:17.5%,D:2.1%],F:6.7%,M:73.7%,n:194	C:99.2%[S:94.4%,D:4.8%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	137538	137538	0.000%	108
Bacillus_anthracis_str__A0174_GCA_000182055.LargeContigs.fna	bacillales_odb10	90.2	89.3	0.9	1.1	8.7	450	C:18.5%[S:17.0%,D:1.5%],F:5.7%,M:75.8%,n:194	C:76.6%[S:72.6%,D:4.0%],F:4.8%,M:18.6%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.2%,M:94.1%,n:255,E:8.3%	155716	155716	0.000%	60
Bacillus_anthracis_NZ_CP012721.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5228657	5228657	0.000%	1
Bacillus_anthracis_GCA_000740925.LargeContigs.fna	bacillales_odb10	99.3	98.4	0.9	0.4	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	918050	918050	0.000%	44
Bacillus_anthracis_NZ_CM002879.LargeContigs.fna	bacillales_odb10	99.4	98.7	0.7	0.4	0.2	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5189487	868837	0.034%	2
Bacillus_anthracis_str__A0248_NC_012659.LargeContigs.fna	bacillales_odb10	99.1	98.2	0.9	0.4	0.5	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	5227419	5227419	0.000%	3
Bacillus_anthracis_GCA_000783155.LargeContigs.fna	bacillales_odb10	98.0	97.1	0.9	1.3	0.7	450	C:20.1%[S:18.6%,D:1.5%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	120630	110390	0.013%	90
Bacillus_anthracis_GCA_001883885.LargeContigs.fna	bacillales_odb10	99.5	98.4	1.1	0.2	0.3	450	C:20.1%[S:18.0%,D:2.1%],F:6.7%,M:73.2%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	157102	157102	0.000%	97
Bacillus_cereus_ISP3191_GCA_000291135.LargeContigs.fna	bacillales_odb10	99.6	98.9	0.7	0.2	0.2	450	C:20.6%[S:19.1%,D:1.5%],F:5.7%,M:73.7%,n:194	C:99.2%[S:95.2%,D:4.0%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:2.0%,M:93.3%,n:255,E:8.3%	4543883	420576	1.153%	4
Bacillus_cereus_NZ_CP018931.LargeContigs.fna	bacillales_odb10	99.5	96.4	3.1	0.2	0.3	450	C:20.1%[S:18.6%,D:1.5%],F:6.2%,M:73.7%,n:194	C:99.2%[S:94.4%,D:4.8%],F:0.8%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255,E:8.3%	5242668	5242668	0.000%	2
Bacillus_anthracis_GCA_001758315.LargeContigs.fna	bacillales_odb10	98.5	97.8	0.7	1.1	0.4	450	C:20.7%[S:18.6%,D:2.1%],F:6.7%,M:72.6%,n:194	C:97.6%[S:94.4%,D:3.2%],F:2.4%,M:0.0%,n:124	C:4.7%[S:4.3%,D:0.4%],F:1.6%,M:93.7%,n:255	29785	29785	0.000%	390
